,Unnamed: 0,sha,drug,section,doi,title,year,sentence,posssible_hedge,corona_paper,corona_block,Is_Negated,Is_Negated_Orig,Unnamed: 13,annotation_expert_1,Treatment
18169,19593,d4dc23273969e82b991c849b9538455ffd4642a6,metronidazole,body,10.1016/b978-0-323-29634-2.00001-8,1 Syndromal Tropical Dermatology,2017.0,"A number of agents taken to treat or prevent diarrhea can also cause cutaneous reactions, such as quinolones (ciprofloxacin, ofloxacin, sparfloxacin, levofloxacin), furazolidone, metronidazole, trimethoprim-sulfamethoxazole and bismuth sulfate; quinolones are particularly likely to produce photosensitivity",may,False,False,0,0,0,1.0,treat
18170,19594,d4dc23273969e82b991c849b9538455ffd4642a6,trimethoprim,body,10.1016/b978-0-323-29634-2.00001-8,1 Syndromal Tropical Dermatology,2017.0,"A number of agents taken to treat or prevent diarrhea can also cause cutaneous reactions, such as quinolones (ciprofloxacin, ofloxacin, sparfloxacin, levofloxacin), furazolidone, metronidazole, trimethoprim-sulfamethoxazole and bismuth sulfate; quinolones are particularly likely to produce photosensitivity",may,False,False,0,0,0,1.0,treat
18171,19595,d4dc23273969e82b991c849b9538455ffd4642a6,lindane,body,10.1016/b978-0-323-29634-2.00001-8,1 Syndromal Tropical Dermatology,2017.0,"In contrast to many STDs, however, these ectoparasites can be easily treated with topical medications such as lindane or permethrin",,False,False,0,0,0,0.0,treated
18172,19596,d4dc23273969e82b991c849b9538455ffd4642a6,permethrin,body,10.1016/b978-0-323-29634-2.00001-8,1 Syndromal Tropical Dermatology,2017.0,"In contrast to many STDs, however, these ectoparasites can be easily treated with topical medications such as lindane or permethrin",,False,False,0,0,0,0.0,treated
18173,19597,d4dc23273969e82b991c849b9538455ffd4642a6,imiquimod,body,10.1016/b978-0-323-29634-2.00001-8,1 Syndromal Tropical Dermatology,2017.0,"Like condyloma acuminatum, however, MC can be treated with cytodestructive therapy, surgery, or imiquimod.",,False,False,0,0,0,0.0,treated
18174,19598,d4dc23273969e82b991c849b9538455ffd4642a6,imiquimod,body,10.1016/b978-0-323-29634-2.00001-8,1 Syndromal Tropical Dermatology,2017.0,"Like condyloma acuminatum, however, MC can be treated with cytodestructive therapy, surgery, or imiquimod.",,False,False,0,0,0,0.0,treated
18175,19599,d4dc23273969e82b991c849b9538455ffd4642a6,imiquimod,body,10.1016/b978-0-323-29634-2.00001-8,1 Syndromal Tropical Dermatology,2017.0,"Like condyloma acuminatum, however, MC can be treated with cytodestructive therapy, surgery, or imiquimod.",,False,False,0,0,0,0.0,treated
18176,19600,d4dc23273969e82b991c849b9538455ffd4642a6,imiquimod,body,10.1016/b978-0-323-29634-2.00001-8,1 Syndromal Tropical Dermatology,2017.0,"Like condyloma acuminatum, however, MC can be treated with cytodestructive therapy, surgery, or imiquimod.",,False,False,0,0,0,0.0,treated
18355,19793,d66ae5018881c39ecd2d5c8f741dfff0a77442f7,acetate,body,10.1016/j.virol.2008.02.021,Early growth response-1 protein is induced by JC virus infection and binds and regulates the JC virus promoter,2008.0,Cells were transfected with and without pCMV-Sp1 or pCMV-Egr-1 for 48 hours and then treated with 100 ng/ml tetradecanoyl phorbol acetate (TPA) for 90 min except for the experiment in Fig,,False,False,1,1,0,0.0,treated
18395,19840,d6a3bc04e0e9d2244f5d0409aae275bd4d68a3af,acetate,body,10.1016/b978-0-323-31696-5.00103-0,Chapter 103 Osteonecrosis,2017.0,"187 A group of researchers studied the use of adrenocorticotropic hormone (ACTH) in rabbits to prevent corticosteroid-induced osteonecrosis and found that if ACTH is administered along with depot methylprednisolone acetate (Depo-Medrol), osteonecrosis is reduced",may,True,False,0,0,0,0.0,administered
18425,19872,d7553682c41c12e43ac32cf2715fbf8c64026a1b,ciprofloxacin,body,10.1016/j.tmaid.2019.07.006,"â€œHealthy Hajj 2019â€ â€“â€“ what you need to know, before you go",2019.0,"[4, 5] In addition, decolonization of N meningitidis with a single dose of ciprofloxacin will be administered at the ports of entry for pilgrims coming from the African meningitis belt",,False,False,0,0,0,0.0,administered
18469,19921,d7c6dce06425c809941d8c8588521c8bb968c902,acetazolamide,body,10.1016/b978-1-4557-0892-5.00031-3,Chapter 31 Neonatology,2014.0,â€¢ Severe cases need to be managed with acetazolamide (2 mg/kg PO q12h) and/or phenytoin (2.8 to 10 mg/kg PO q12h),,False,False,0,0,0,0.0,managed
18479,19931,d7fb96e8ec2ba7cf7ad3d74159f9cec09b1ae4e7,acetate,body,10.1016/j.cvfa.2010.04.001,Pathogenesis and Pathology of Bovine Pneumonia,2010.0,54 Interstitial pneumonia also was described with some frequency in feedlot heifers fed melengestrol acetate to suppress estrus,potential,True,True,0,0,0,1.0,suppress
18501,19956,d89a1a60a3873bbcf68b3ec0ffcb1fc3cb276205,acetate,body,10.1016/j.jneuroim.2006.07.002,ISNI 2006 Abstracts,2006.0,"Antibody independent clearance of A-beta in a mouse model of Alzheimer's disease by activation of microglia via nasal vaccination Methods: Age-and sex-matched littermates (APP-J20 mice) received a weekly nasal treatment with Protollin (a proteosome-based adjuvant used in human influenza vaccination) 1 Î¼g/treatment, plus glatiramer acetate (GA, an approved drug for MS) 25 Î¼g/treatment, beginning at age 5 months and were treated for 8 months",,True,False,0,0,0,0.0,treatment
18502,19957,d89a1a60a3873bbcf68b3ec0ffcb1fc3cb276205,glatiramer,body,10.1016/j.jneuroim.2006.07.002,ISNI 2006 Abstracts,2006.0,"Antibody independent clearance of A-beta in a mouse model of Alzheimer's disease by activation of microglia via nasal vaccination Methods: Age-and sex-matched littermates (APP-J20 mice) received a weekly nasal treatment with Protollin (a proteosome-based adjuvant used in human influenza vaccination) 1 Î¼g/treatment, plus glatiramer acetate (GA, an approved drug for MS) 25 Î¼g/treatment, beginning at age 5 months and were treated for 8 months",,True,False,0,0,0,0.0,treatment
18513,19968,d89a1a60a3873bbcf68b3ec0ffcb1fc3cb276205,acetate,body,10.1016/j.jneuroim.2006.07.002,ISNI 2006 Abstracts,2006.0,"Glatiramer acetate (Copaxone) therapy restores regulatory, cytotoxic, HLA-E-restricted CD8 + T cells in multiple sclerosis One of the goals of successful therapeutic immune modulation of autoimmune disease is the induction of peripheral tolerance, a large part of which is mediated by regulatory/suppressor T cells",,True,False,0,0,0,0.0,therapy
18514,19969,d89a1a60a3873bbcf68b3ec0ffcb1fc3cb276205,acetate,body,10.1016/j.jneuroim.2006.07.002,ISNI 2006 Abstracts,2006.0,"Glatiramer acetate (Copaxone) therapy restores regulatory, cytotoxic, HLA-E-restricted CD8 + T cells in multiple sclerosis One of the goals of successful therapeutic immune modulation of autoimmune disease is the induction of peripheral tolerance, a large part of which is mediated by regulatory/suppressor T cells",,True,False,0,0,0,0.0,therapy
18515,19970,d89a1a60a3873bbcf68b3ec0ffcb1fc3cb276205,acetate,body,10.1016/j.jneuroim.2006.07.002,ISNI 2006 Abstracts,2006.0,Glatiramer acetate mediated immune modulation is driven by antigen presenting cells and is not T cell antigen specific Background: GA exerts therapeutic benefit in multiple sclerosis presumably by induction of GA-specific Th2-cells,,True,False,1,1,0,0.0,therapeutic
18603,20061,d9bc72dcb21981faa5504ca0b2d670013d61dfdf,acetaminophen,body,10.1016/j.annemergmed.2006.11.014,"Comparison of Oral Prednisolone/Paracetamol and Oral Indomethacin/Paracetamol Combination Therapy in the Treatment of Acute Goutlike Arthritis: A Double-Blind, Randomized, Controlled Trial",2007.0,"8 According to the findings in our study, we recommend that moderate doses of oral prednisolone supplemented with oral acetaminophen be considered as first-line therapy in the treatment of acute gout.",possible,False,False,0,0,0,0.0,therapy
18706,20173,db139f1bc96dc1b72ab2ec3b3eaff1510a1e9368,metronidazole,body,10.1007/s12223-019-00759-3,"Probiotics and prebiotics potential for the care of skin, female urogenital tract, and respiratory tract",2019.0,(2014) compared the efficacy of vaginally administered probiotic vaginal tampons with oral metronidazole for the treatment of BV,,True,False,0,0,0,0.0,treatment
18719,20186,db25c69d8c4a481f4bf3da197dd20414cd245fa5,acetaminophen,body,10.1093/bja/aep375,Pandemic (H1N1) 2009 influenza,2010.0,Fever during pregnancy should be treated with acetaminophen due to the risk to the fetus,possible,False,False,0,0,0,0.0,treated
18786,20255,dc2451c2166ef31db7fc2ad93ade6bf4d18c55e2,acetate,body,10.3390/md12042114,Insights and Ideas Garnered from Marine Metabolites for Development of Dual-Function Acetylcholinesterase and Amyloid-Î² Aggregation Inhibitors,2014.0,"Determination of cholinesterase isozyme specificity (AChE versus butrylcholinesterase) and effects on amyloid-Î² aggregation for the sesquiterpene acetate [21, 22] , pyrrole derivative, PZT-compound, plastoquinones, and farnesylacetones classes of MM described in this article would provide an additional guide to development of novel compounds as therapies for Alzheimer's disease.",may,False,False,0,0,0,0.0,effects
18801,20271,dc2f210539245c7a03dcaa21c9305555d10ece43,acetate,body,10.1016/j.clim.2005.03.007,FOCIS abstract supplement,2005.0,non-responders to betainterferon or glatiramer acetate therapy (n = 38 vs,,True,True,0,0,0,0.0,therapy
18802,20272,dc2f210539245c7a03dcaa21c9305555d10ece43,glatiramer,body,10.1016/j.clim.2005.03.007,FOCIS abstract supplement,2005.0,non-responders to betainterferon or glatiramer acetate therapy (n = 38 vs,,True,True,0,0,0,0.0,therapy
18837,20310,dc2f210539245c7a03dcaa21c9305555d10ece43,abatacept,body,10.1016/j.clim.2005.03.007,FOCIS abstract supplement,2005.0,"Immunized rats were administered either 1 mg/kg abatacept or a control human IgG IP on days -1, 0, 2, 4, 6, 8 and 10 ",,True,True,0,0,0,0.0,administered
19019,20514,dc97e1de3b69da13f534f15afdcedbf48064c69d,acepromazine,body,10.1016/b978-1-4377-0798-4.00001-3,Section I Emergency Care,2012.0,"Administer acepromazine (0.02 to 0.05 mg/kg IV) or chlorpromazine (0.2 to 0.5 mg/kg IM q8h, 0.05 mg/ kg IV q4h) to control agitation",,True,True,0,0,0,0.0,Administer
19044,20541,dc97e1de3b69da13f534f15afdcedbf48064c69d,acepromazine,body,10.1016/b978-1-4377-0798-4.00001-3,Section I Emergency Care,2012.0,"Administer the anxiolytic tranquilizer acepromazine (0.02 to 0.05 mg/kg IV, IM, SQ) to decrease patient anxiety",,True,True,0,0,0,0.0,Administer
19622,21178,e33216ac315f449c13ab8445bc9eef452155d688,acetate,body,10.1016/j.cvfa.2008.10.012,Treatment of Calf Diarrhea: Antimicrobial and Ancillary Treatments,2009.0,"95, 96, 99 Acetate, propionate, and butyrate inhibit the growth of Salmonella, even in concentrations as low as 20 mmol/L 95,96 that are frequently found in ORT solutions administered to diarrheic calves",,True,False,0,0,0,0.0,administered
19624,21180,e33216ac315f449c13ab8445bc9eef452155d688,acetate,body,10.1016/j.cvfa.2008.10.012,Treatment of Calf Diarrhea: Antimicrobial and Ancillary Treatments,2009.0,"Theoretically efficacious treatments include the administration of oral rehydration therapy solutions that contain acetate and propionate, and the administration of parenteral B vitamins and fat-soluble vitamins in calves that have chronic diarrhea",,True,False,0,0,0,0.0,treatments
19651,21207,e344d21fb68d14bed65d7fbdc97164e61717a0f2,acarbose,body,10.1371/journal.pone.0029491,Predicting Biological Functions of Compounds Based on Chemical-Chemical Interactions,2011.0,"Compounds such as sulfonylureas [4] , acarbose [5] , biguanides, thiazolidinediones [5] , and sitagliptin [3] have been used as effective drugs for diabetic therapy",,False,False,0,0,0,0.0,effective
19682,21242,e35e3a46c1655f1283ea5b4999aded0d6204f738,acetate,body,10.1016/j.jep.2014.11.009,"Traditional usages, botany, phytochemistry, pharmacology and toxicology of Polygonum multiflorum Thunb.: A review",2015.0,"Hexane, ethyl acetate and methanol extracts of Polygonum multiflorum (100 mg/kg) were administered i.p",,True,True,0,0,0,0.0,administered
19683,21244,e35e3a46c1655f1283ea5b4999aded0d6204f738,acetate,body,10.1016/j.jep.2014.11.009,"Traditional usages, botany, phytochemistry, pharmacology and toxicology of Polygonum multiflorum Thunb.: A review",2015.0,"Both Polygonum multiflorum and Polygonum multiflorum Praeparata extracts (water-extracted, 15 g/kg/day, p.o., for 8 days) can be used to treat the hepatic lipid accumulation caused by prednisone acetate-, carbon tetrachloride-or thioacetamide-induced liver damage in mice (Liu et al., 1992) ",potential,True,True,0,0,0,1.0,treat
19697,21258,e384fc58c3ce9ec16698d34474cc97c7dc9721ab,acetaminophen,body,10.1016/s0196-0644(03)00821-7,Research forum abstracts,2003.0,"Conclusion: Patient knowledge of analgesic medications that contain acetaminophen and the maximum recommended daily dose is limited, which suggests the potential for errors in medication dosing when medications containing acetaminophen are prescribed for ED patients",,False,False,0,0,0,0.0,prescribed
